Country,Adults (Thousands),Mean Wealth per Adult,Median Wealth per Adult,"Under 10,000","10,000-100,000","100,000-1 Million",Over 1 Million,wealthGini,incomeGini,Date,Year,GDP in TOT as MLN_USD,GDP in TOT as USD_CAP,INCOMEINEQ in P50P10 as RT,INCOMEINEQ in P90P10 as RT,INCOMEINEQ in P90P50 as RT,INCOMEINEQ in PALMA as RT,INCOMEINEQ in S80S20 as RT,PUBLMPEXP in EMPINCENTIVE as PC_GDP,PUBLMPEXP in INCENTIVE as PC_GDP,PUBLMPEXP in JOBCREATION as PC_GDP,PUBLMPEXP in OOWORKINCOME as PC_GDP,PUBLMPEXP in PRERET as PC_GDP,PUBLMPEXP in PUBEMPSERV as PC_GDP,PUBLMPEXP in SUPPEMP as PC_GDP,PUBLMPEXP in TOT as PC_GDP,PUBLMPEXP in TRAINING as PC_GDP,PUBUNEMPEXP in TOT as PC_GDP,SOCBENHH in INCASH as PC_GDP,SOCBENHH in INKIND as PC_GDP,SOCEXP in PRIV as PC_GDP,SOCEXP in PUB as PC_GDP,SOCEXP in PUB as USD_CAP,SOCEXP in PUBNET as PC_GDP,SOCEXP in TOTNET as PC_GDP,TAXCORP in TOT as PC_GDP,TAXCORP in TOT as PC_TOT_TAX,TAXGOODSERV in TOT as PC_GDP,TAXGOODSERV in TOT as PC_TOT_TAX,TAXINCOME in TOT as PC_GDP,TAXINCOME in TOT as PC_TOT_TAX,TAXPAYROLL in TOT as PC_GDP,TAXPAYROLL in TOT as PC_TOT_TAX,TAXPROPERTY in TOT as PC_GDP,TAXPROPERTY in TOT as PC_TOT_TAX,TAXREV in TOT as MLN_USD,TAXREV in TOT as PC_GDP,TAXSS in TOT as PC_GDP,TAXSS in TOT as PC_TOT_TAX,TAXWEDGE in TOT as PC_LC,Region,wealthTax
Italy,49117,241383,138653,20,20.5,56.5,3,65,32.5,2013-09-29,2013,2187376.6067,36067.707344,2.3,4.5,1.9,1.23,5.8,0.17,0.01,0,1.51,0.01,0.09,0.01,1.95,0.15,1.045,19.8400088097898,11.3033547081934,1.96,28.167,9266.829,23.796,25.45,2.567,5.828,11.549,26.219,11.591,26.314,0,0,2.735,6.208,938.313,44.05,13.116,29.776,47.838911,EU,0
Japan,104315,216694,110294,9.2,37.7,50.6,2.5,63.5,NA,2013-09-29,2013,4967051.5751,39008.36056,NA,NA,NA,NA,NA,0.07,0,0.03,0.21,0,0.07,0,0.39,0.01,0.212,13.0969585965615,12.1121532920118,3.497,22.155,8149.705,21.253,24.442,3.821,13.24,5.075,17.584,5.549,19.228,0,0,2.551,8.838,1500.082,28.862,11.79,40.848,31.575901000000002,Asia,0
Latvia,1787,24285,11338,45,50.9,4,0,66,35.099999999999994,2013-09-29,2013,45672.6108,22690.935924,2.3,5,2.2,1.42,6.3,0.02,0,0.06,0.31,0,0.04,0,0.55,0.12,0.486,10.3516578992584,8.00179309629859,0.082,15.541,3226.751,13.655,13.736,1.623,5.523,12.38,42.135,5.792,19.714,0.013,0.045,0.969,3.298,8.888,29.381,8.484,28.874,43.717217,EU,0
Lithuania,2537,23411,10635,47.5,48.5,3.9,0,66.5,35.099999999999994,2013-09-29,2013,78911.0803,26679.978974,2.2,4.9,2.2,1.42,6.1,0.09,0.01,0.04,0.22,0,0.06,0.01,0.46,0.04,0.221,11.3029901674051,9.46045713623409,0.274,15.476,3713.9,NA,NA,1.361,5.047,10.742,39.834,3.568,13.233,0,0,0.277,1.026,12.515,26.966,10.824,40.14,41.111906,EU,0
Luxembourg,390,315240,182768,15,22.5,57,5.5,65.7,32.8,2013-09-29,2013,51940.0871,95246.113893,NA,NA,NA,NA,NA,0.39,0,0.14,0.7,0.15,0.04,0.01,1.47,0.04,1.427,15.9693394023513,10.6143404002102,1.351,23.08,19474.11,17.848,18.843,4.759,12.427,10.806,28.218,8.736,22.813,0,0,2.787,7.279,23.637,38.293,11.124,29.049,38.223856,EU,0
Mexico,73380,35872,9718,53.5,40.6,5.7,0.3,78,NA,2013-09-29,2013,2064490.9475,17461.798268,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.01,0.01,NA,2.24592178149812,6.14120919793977,0.352,7.566,1212.992,7.426,7.704,2.41,18.111,4.398,33.055,2.615,19.655,0.326,2.449,0.284,2.135,169.579,13.304,2.162,16.255,19.257555,Americas,0
Netherlands,12914,185588,83631,23.3,30.9,43.6,2.2,73.2,28.7,2013-09-29,2013,827475.7879,49242.786711,1.9,3.3,1.8,1.04,4.3,0.04,0,0.04,1.92,0,0.25,0.41,2.74,0.09,1.678,11.6288119092213,17.4498798570094,13.496,18.452,8160.852,15.102,26.336,2.158,5.977,10.76,29.799,6.788,18.798,0,0,1.224,3.39,316.592,36.109,14.743,40.829,40.646542,EU,0
New Zealand,3234,182548,76607,25.6,34.1,38.1,2.3,71.8,33.6,2013-09-29,2013,160942.1439,36100.25209,NA,NA,NA,NA,NA,0.01,0,0,0.42,0,0.09,0.04,0.69,0.13,0.429,10.1251380420163,11.834843738586,0.705,19.476,6425.867,17.271,17.876,4.37,14.329,11.906,39.043,11.218,36.786,0,0,1.937,6.352,59.151,30.494,0,0,16.888079,Oceania,0
Norway,3733,380473,92859,19.4,32.5,40.6,7.5,77.8,25.2,2013-09-29,2013,340137.9327,66956.285962,1.9,3,1.6,0.86,3.8,0.09,0,0,0.33,0,0.13,0.17,0.83,0.11,0.341,13.2691070400596,14.364826531702,2.222,21.894,12813.877,18.304,19.692,8.249,20.691,11.006,27.606,9.898,24.826,0,0,1.212,3.039,208.652,39.867,9.503,23.837,37.353963,EU,1
Poland,30255,26056,9109,55,41.5,3.3,0.1,73.7,29.9,2013-09-29,2013,940325.256,24422.763907,2,3.9,1.9,1.09,4.7,0.12,0.05,0.02,0.22,0.13,0.08,0.2,0.84,0.01,0.249,14.479734684455,9.87805503668006,0.387,20.477,4611.964,17.05,17.437,1.771,5.546,11.645,36.455,4.479,14.023,0.241,0.755,1.395,4.368,167.472,31.943,12.229,38.285,35.569952,EU,0
Portugal,8614,89074,38846,25.8,54.8,18.7,0.8,70.1,34.1,2013-09-29,2013,292135.1987,27936.006299,2.3,4.9,2.1,1.35,6,0.09,0,0.03,1.61,0.12,0.04,0.04,2.23,0.3,1.608,18.6472519759826,10.0269778214988,2.003,25.573,6583.737,22.119,23.908,3.256,9.557,12.735,37.376,7.705,22.614,0,0,1.119,3.285,77.015,34.073,8.891,26.095,41.361608,EU,0
Slovak Republic,4303,27224,20740,19.8,77.8,2.4,0,44.7,27,2013-09-29,2013,151397.3641,27969.200116,1.9,3.3,1.8,0.93,4.1,0.08,0.03,0.01,0.24,0.16,0.05,0.05,0.62,0,0.424,14.0317285309384,8.91274805293455,1.097,18.025,4758.586,16.859,17.808,2.855,9.431,10.377,34.273,2.932,9.686,0,0,0.441,1.458,29.811,30.277,13.277,43.851,41.125287,EU,0
Slovenia,1655,64067,44932,19.4,60.6,19.9,0.1,53.5,25.4,2013-09-29,2013,61744.434,29979.622480000002,2,3.3,1.7,0.86,3.8,0.06,0.05,0.12,0.83,0,0.09,0,1.2,0.05,0.741,17.8886006733294,11.6773499550381,1.422,23.819,6371.367,20.256,21.592,1.195,3.282,14.728,40.437,5.103,14.011,0.065,0.177,0.64,1.757,17.522,36.423,14.541,39.922,42.372659,EU,0
Spain,37206,123997,63306,17.4,52.4,29,1.1,66.1,34.5,2013-09-29,2013,1512074.4311,32452.659676,2.6,5.4,2.1,1.35,6.6,0.07,0.11,0.06,2.97,0.02,0.09,0.06,3.51,0.12,3.116,16.7008706833355,11.1893197222908,1.153,25.559,7712.206,22.839,23.764,2.124,6.453,9.523,28.932,7.494,22.768,0,0,2.36,7.171,448.157,32.914,11.28,34.272,40.660487,EU,1
Sweden,7299,299441,52677,15.6,48.3,29.2,6.9,80.3,26.8,2013-09-29,2013,444616.5443,46312.293685,1.9,3.2,1.7,0.94,4,0.64,0.01,0,0.68,0,0.29,0.28,2.03,0.13,0.464,14.1643519940845,18.7061781145147,3.669,27.174,11452.551,22.544,25.06,2.648,6.179,12.232,28.54,12.164,28.382,4.562,10.644,1.091,2.546,248.346,42.859,9.981,23.288,43.010853,EU,0
Switzerland,6101,512562,95916,5.2,46,38.8,10,80.6,29.5,2013-09-29,2013,486238.7519,60108.540531,1.9,3.6,1.9,1.09,4.4,0.06,0,0,0.63,0,0.11,0.22,1.18,0.16,0.775,10.1623599669954,5.80956886061248,11.194,15.439,8299.187,13.456,23.037,2.771,10.265,6.056,22.431,8.369,31,0,0,1.872,6.936,185.856,26.998,6.635,24.577,22.210654,EU,1
Turkey,51687,25909,5326,67,30.3,2.5,0.2,83.7,39,2013-09-29,2013,1690856.0865,22204.865347,2.4,5.9,2.5,1.76,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,8.78613189539254,9.56463410893154,0.208,11.804,2482.505,10.631,10.807,1.602,6.32,11.674,46.056,3.523,13.9,0,0,1.176,4.639,240.846,25.346,6.955,27.441,37.35727,EU,0
United Kingdom,48220,243570,111524,18,28.8,50,3.2,67.7,35.8,2013-09-29,2013,2563271.0401,39984.885036,2,4.2,2.1,1.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314,14.0187833628583,12.8014616389907,6.384,22.45,8320.336,21.07,26,2.553,7.929,10.589,32.886,8.889,27.606,0,0,3.98,12.359,886.524,32.2,6.023,18.705,31.361598,EU,0
United States,239279,301140,44911,30.7,33,30.7,5.5,85.1,39.6,2013-09-29,2013,16784851,53045.945117,2.7,6.4,2.3,1.82,8.6,0.01,0,0,0.24,0,0.03,0.03,0.35,0.04,0.426,14.3270432963629,6.26954627121802,12.079,18.804,9364.671,20.639,29.605,2.099,8.209,4.411,17.253,9.914,38.774,0.009,0.037,2.998,11.725,4291.752,25.569,6.137,24.002,31.450768,Americas,0
Australia,16412,354986,193653,NA,24.8,60.9,NA,63.6,32.6,2012-09-29,2012,997527.3466,43879.180355,2.2,4.4,2,1.24,5.5,0.01,0.01,0.01,0.57,0,0.16,0.07,0.83,0.01,0.567,7.76016772689313,11.0386140270141,4.851,17.293,7514.077,NA,NA,4.974,18.485,7.623,28.327,10.571,39.286,1.395,5.184,2.346,8.718,427.972,26.909,0,0,27.273247,Oceania,0
Austria,6725,178724,81649,20,38.8,39.2,NA,69.3,27.6,2012-09-29,2012,391635.1762,46477.655075,2,3.5,1.8,0.96,4.3,0.04,0,0.05,1.12,0.13,0.17,0.03,1.96,0.43,0.901,18.6649278475423,12.1940841989143,2.157,27.109,11723.197,NA,NA,2.002,4.793,11.889,28.464,9.505,22.758,2.873,6.88,0.554,1.326,171.067,41.767,14.096,33.749,48.839612,EU,0
Belgium,8350,233764,119937,20,27.6,49.2,NA,65.5,26.5,2012-09-29,2012,469720.3355,42290.477674,2,3.4,1.7,0.91,4,0.15,0,0.07,1.38,0.66,0.2,0.14,2.76,0.15,3.242,16.947640536783,15.4081041559688,2.024,28.685,11551.775,NA,NA,2.993,6.776,11.051,25.019,12.297,27.839,0.002,0.005,3.263,7.388,220.005,44.172,14.224,32.201,55.993728,EU,1
Canada,26822,227660,81610,30,23.8,43.1,NA,72.8,31.7,2012-09-29,2012,1468094.965,42290.879082,2.2,4.3,1.9,1.19,5.3,0,0.01,0.01,0.59,0,0.1,0.01,0.83,0.08,0.588,9.17293718643981,NA,4.683,17.062,7009.81,NA,NA,3.169,10.165,7.288,23.376,11.354,36.416,0.651,2.089,3.705,11.883,570.109,31.177,4.699,15.073,30.789629,Americas,0
Chile,12255,44198,13073,42.1,50.5,NA,NA,77.4,NA,2012-09-29,2012,374241.5721,21446.537619,NA,NA,NA,NA,NA,0,0,0.04,0.23,0,0.03,0,0.33,0.04,0.017,4.02243180014669,NA,3.173,10.078,2003.289,NA,NA,5.818,27.281,10.676,50.059,1.457,6.833,0,0,0.908,4.259,57.028,21.328,1.387,6.504,7,Americas,0
Colombia,29847,25064,6380,61.8,34.1,NA,NA,78.8,52.6,2012-09-29,2012,553768.0234,12236.964884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Americas,0
Czech Republic,8413,40259,14820,42.5,51.4,NA,NA,74.3,25.4,2012-09-29,2012,307490.1992,29258.904853,1.7,3,1.8,0.88,3.6,0.02,0,0.02,0.23,0,0.11,0.09,0.47,0.01,0.62,13.138240434768,10.5711158271411,0.969,19.968,5564.891,NA,NA,3.331,9.89,11.415,33.897,3.567,10.593,0,0,0.506,1.503,69.979,33.677,14.701,43.652,42.454052,EU,0
Denmark,4171,214396,87121,20,34.8,42.5,NA,70.1,24.9,2012-09-29,2012,250524.5986,44808.549212,1.7,2.8,1.6,0.86,3.5,0.38,0,0,1.38,0.26,0.37,0.59,3.58,0.61,0,17.3075783581627,18.4868909396031,4.153,28.747,12469.766,NA,NA,2.599,5.711,15.02,33.002,23.278,51.146,0.291,0.64,1.774,3.899,148.956,45.512,0.096,0.211,36.155981,EU,0
Estonia,1057,27440,13801,45,50,NA,NA,66,32.5,2012-09-29,2012,34642.1639,26141.083529,NA,NA,NA,NA,NA,0.02,0.01,0,0.43,0,0.1,0,0.71,0.14,0.272,10.6366846889777,10.2344850491757,0.105,15.858,3862.93,NA,NA,1.407,4.444,13.424,42.391,5.192,16.397,0,0,0.327,1.032,7.3,31.667,11.153,35.218,40.412424,EU,0
Finland,4173,145693,73487,20,42.8,35.9,NA,66.2,26,2012-09-29,2012,221285.6359,40872.854802,1.8,3.1,1.7,0.9,3.7,0.15,0.01,0.09,1.33,0.07,0.15,0.1,2.39,0.5,1.724,17.9454528270915,15.8433522187458,1.516,28.346,11009.121,NA,NA,2.109,4.941,14.108,33.055,12.507,29.306,0,0,1.182,2.769,109.599,42.679,12.644,29.625,42.48978,EU,0
France,47896,265463,81274,17,37.5,40.7,NA,75.5,30.5,2012-09-29,2012,2474005.2873,37684.198067,1.9,3.6,1.9,1.16,4.6,0.03,0.04,0.13,1.95,0.01,0.26,0.09,2.8,0.29,1.574,19.5487465554451,15.4722511063747,3.456,31.358,11438.855,NA,NA,2.585,5.827,10.814,24.378,8.028,18.097,1.413,3.185,3.88,8.747,1190.984,44.36,16.464,37.114,50.095021,EU,0
Germany,67031,174526,42222,32,31,34.9,NA,77.7,28.9,2012-09-29,2012,3487234.4483,43359.541048,1.9,3.5,1.9,1.05,4.3,0.03,0.03,0.03,0.9,0.05,0.33,0.03,1.62,0.22,1.032,15.6788486546146,12.0965209757732,3.422,24.532,10192.572,NA,NA,1.713,4.708,10.344,28.423,9.374,25.759,0,0,0.891,2.449,1290.204,36.392,13.903,38.204,49.653493,EU,0
Greece,9085,90359,35714,25,52.4,21.8,NA,71.4,33.800000000000004,2012-09-29,2012,279267.2732,25284.405782,2.5,4.9,1.9,1.33,6.3,0.02,0.03,0,0.78,0.05,NA,0,NA,0.05,0.84,20.3123463424205,10.4103520764684,1.098,26.878,6423.213,NA,NA,1.092,3.05,13.582,37.93,6.963,19.446,0,0,2.705,7.556,88.001,35.807,10.947,30.573,42.812157,EU,0
Hungary,7913,23328,12364,45.1,51.2,NA,NA,64.1,27.900000000000002,2012-09-29,2012,229637.8082,23148.127881,1.9,3.5,1.8,0.99,4.2,0.17,0.01,0.46,0.41,0,0.07,0,1.16,0.04,0.541,15.0681591365481,10.2578625225449,0.405,22.656,4922.518,NA,NA,1.279,3.336,16.882,44.018,5.636,14.695,0.543,1.417,1.22,3.181,49.097,38.352,12.518,32.64,49.519793,EU,0
Iceland,249,193946,95685,20,31.3,46.5,NA,66.3,25.2,2012-09-29,2012,13446.4486,41928.433451,1.7,2.9,1.7,0.87,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,7.32737896127182,14.766149639568,6.037,16.668,6580.712,NA,NA,1.845,5.424,11.871,34.9,12.731,37.429,0.293,0.862,2.406,7.072,5.007,34.014,3.523,10.357,33.818231,NA,0
Ireland,3447,152563,60953,22.4,45.9,30.1,NA,72.7,31,2012-09-29,2012,212758.4963,46277.631709,1.9,3.9,2,1.15,4.8,0.07,0,0.24,2.35,0.03,0.17,0.01,3.26,0.39,2.783,13.8849442765772,11.7857651957369,3.38,23.355,10350.151,NA,NA,2.264,8.212,9.454,34.286,8.933,32.398,0.169,0.612,1.756,6.369,62.063,27.574,4.851,17.594,33.015446,EU,0
Israel,4865,129526,37019,27.5,46.5,24.6,NA,78.3,37.1,2012-09-29,2012,250714.7106,31707.041424,2.7,6.1,2.2,1.56,7.5,0.06,0,0,0.57,0,0.02,0.03,0.74,0.06,0.314,5.68980357085408,11.8143450610218,2.416,15.487,4628.419,NA,NA,2.725,9.081,11.623,38.728,5.355,17.844,1.2,3.998,3.018,10.057,77.378,30.012,5.067,16.883,20.392396,NA,0
Italy,48998,212910,123710,20.8,22.3,54.5,NA,64.6,33,2012-09-29,2012,2172383.1081,36002.908697,2.2,4.4,1.9,1.27,5.9,0.17,0.01,0,1.49,0.01,0.12,0.01,1.96,0.14,0.91,19.1918201318465,11.2867311881298,1.987,27.59,9283.335,NA,NA,2.393,5.45,11.624,26.468,11.631,26.483,0,0,2.705,6.16,910.666,43.917,13.073,29.767,47.722719,EU,0
Japan,104303,269708,141410,NA,33.2,59.1,NA,59.6,33,2012-09-29,2012,4746699.3877,37213.837398,2.6,5.1,2,1.25,6.1,0.08,0,0.02,0.24,0,0.07,0.01,0.43,0.01,0.237,13.1995453344249,12.1331500986348,3.702,22.229,8037.451,NA,NA,3.521,12.469,5.068,17.948,5.248,18.586,0,0,2.572,9.109,1749.052,28.238,11.75,41.611,31.274649,Asia,0
Latvia,1793,19886,9673,52.5,45.1,NA,NA,66.1,34.599999999999994,2012-09-29,2012,43313.1248,21298.219868,2.3,5.1,2.2,1.37,6.1,0.03,0,0.07,0.27,0,0.05,0,0.5,0.08,0.424,10.2530594641417,7.81481077244443,0.099,15.387,3087.063,NA,NA,1.617,5.544,11.979,41.075,5.749,19.715,0.013,0.046,0.965,3.31,8.204,29.163,8.694,29.812,44.272202,EU,0
Lithuania,2542,22059,10437,47.9,48.6,NA,NA,66.6,35,2012-09-29,2012,73635.7039,24645.682216,2.2,4.8,2.1,1.41,6.2,0.1,0.01,0.04,0.23,0,0.06,0.01,0.47,0.02,0.237,11.9658612257742,9.89131699011239,0.31,16.466,3779.578,NA,NA,1.296,4.806,10.918,40.484,3.472,12.875,0,0,0.284,1.054,11.56,26.968,10.808,40.076,40.916591,EU,0
Luxembourg,385,277119,153967,12.5,28.8,54.3,NA,62.3,28,2012-09-29,2012,48646.4521,91526.720705,NA,NA,NA,NA,NA,0.36,0,0.15,0.63,0.15,0.06,0.01,1.41,0.05,1.233,15.9343365782106,10.3474742856806,1.289,22.889,19116.441,NA,NA,5.117,13.329,10.873,28.321,8.385,21.84,0,0,2.7,7.032,21.768,38.392,11.225,29.239,37.078398,EU,0
Mexico,71999,29870,8394,55.2,40,NA,NA,78,45.7,2012-09-29,2012,2012767.7814,17220.06914,2.9,8.1,2.8,2.54,11.5,0,0,0,0,0,0,0,0.01,0.01,NA,2.23295239614649,5.79830180781619,0.339,7.235,1157.568,NA,NA,1.823,14.412,4.66,36.841,2.514,19.877,0.304,2.401,0.286,2.258,152.152,12.649,2.088,16.51,19.008463,Americas,0
Netherlands,12844,173910,61880,22.1,40.2,35.1,NA,81.2,28.799999999999997,2012-09-29,2012,792041.8276,47271.968226,1.8,3.2,1.8,1.05,4.2,0.03,0,0.05,1.6,0,0.27,0.42,2.47,0.1,1.405,11.2246273159705,17.7611085416392,13.519,18.214,8094.276,NA,NA,2.098,5.894,10.599,29.785,6.918,19.44,0,0,1.081,3.039,298.676,35.587,14.525,40.816,38.619973,EU,0
New Zealand,3194,156428,63000,28.7,37,32.5,NA,72.5,33.300000000000004,2012-09-29,2012,145451.1462,32924.631878,2,4.2,2.1,1.3,5.3,0.01,0,0,0.39,0,0.1,0.05,0.67,0.12,0.386,10.653171830468,12.2366047623426,0.694,20.139,6575.148,NA,NA,4.521,14.285,12.277,38.795,11.671,36.88,0,0,2.005,6.336,56.057,31.645,0,0,16.387925,Oceania,0
Norway,3695,325989,79376,20,35.3,38.5,NA,77.9,25.3,2012-09-29,2012,327987.7159,65349.216157,1.9,3,1.6,0.86,3.8,0.09,0,0,0.34,0,0.12,0.16,0.87,0.15,0.346,13.1528687240073,14.0690466735919,2.085,21.426,12560.913,NA,NA,10.317,24.883,10.925,26.349,9.707,23.41,0,0,1.189,2.869,211.652,41.463,9.325,22.49,37.405343,EU,1
Poland,30182,22229,7604,60,37.2,NA,NA,75.3,29.799999999999997,2012-09-29,2012,907167.5419,23542.002955,2,3.9,1.9,1.08,4.7,0.09,0.05,0.01,0.21,0.11,0.08,0.19,0.75,0.01,0.232,13.9934639520076,9.75006520705157,0.353,19.556,4340.494,NA,NA,2.078,6.479,11.825,36.866,4.457,13.894,0.263,0.821,1.334,4.16,160.729,32.077,11.95,37.255,35.51103,EU,0
Portugal,8593,77402,28832,27.5,54.5,17.3,NA,72.5,33.7,2012-09-29,2012,277991.7594,26438.140472,2.2,4.7,2.1,1.33,5.8,0.08,0,0.02,1.54,0.15,0.11,0.01,2.19,0.27,1.54,17.8085062952549,9.89306022667774,1.979,24.525,6351.381,NA,NA,2.745,8.639,12.938,40.71,5.814,18.295,0,0,1.05,3.304,68.786,31.779,8.683,27.322,37.601224,EU,0
Slovak Republic,4281,25092,14389,42.6,53.5,NA,NA,62.1,25.1,2012-09-29,2012,145644.6445,26940.079741,1.9,3.2,1.7,0.83,3.7,0.08,0.05,0.01,0.25,0.18,0.07,0.05,0.68,0,0.469,13.9379113949734,8.5383691664813,1.261,17.84,4646.588,NA,NA,2.359,8.323,9.885,34.883,2.92,10.304,0,0,0.435,1.534,26.481,28.337,12.332,43.52,39.622236,EU,0
Slovenia,1651,58140,30835,27.5,58.8,13.5,NA,63.9,24.9,2012-09-29,2012,59745.6674,29048.331295,2,3.2,1.7,0.83,3.7,0.03,0.04,0.06,0.86,0,0.09,0,1.12,0.04,0.665,17.9845835524741,12.1683085474264,1.365,23.529,6374.57,NA,NA,1.237,3.362,14.161,38.484,5.667,15.402,0.071,0.193,0.628,1.707,17.063,36.797,14.873,40.419,42.50224,EU,0
Spain,36936,104773,53292,18.7,57.4,23,NA,66.2,33.4,2012-09-29,2012,1483646.9024,31724.631513,2.4,4.9,2,1.28,6.1,0.17,0.11,0.05,3.09,0.04,0.08,0.08,3.77,0.15,3.232,16.2827235794041,11.3207364181325,1.164,25.341,7750.543,NA,NA,2.207,6.868,8.791,27.362,7.417,23.085,0,0,2.098,6.53,429.401,32.129,11.48,35.732,40.615097,EU,1
Sweden,7245,237297,41367,19.4,48.6,27.2,NA,80.6,26,2012-09-29,2012,432488.3026,45432.306926,NA,NA,NA,NA,NA,0.64,0.01,0,0.63,0,0.27,0.25,1.91,0.1,0.455,13.8221194741703,18.4044158681262,3.541,26.507,11128.37,NA,NA,2.569,6.042,12.304,28.935,11.918,28.026,4.346,10.221,1.018,2.394,231.737,42.523,10.183,23.946,42.85535,EU,0
Switzerland,6062,468186,87137,NA,46.8,37.6,NA,80.6,28.499999999999996,2012-09-29,2012,462615.2239,57849.601723,1.9,3.5,1.8,1.03,4.3,0.06,0,0,0.56,0,0.11,0.21,1.1,0.16,0.694,10.0373613946905,5.79739158056022,10.848,15.287,8161.691,NA,NA,2.769,10.289,6.121,22.746,8.465,31.455,0,0,1.833,6.813,179.811,26.91,6.648,24.704,22.110907,EU,1
Turkey,50754,21947,4471,72.2,25.5,NA,NA,84.2,39.900000000000006,2012-09-29,2012,1539111.2275,20473.438697,2.4,6,2.5,1.86,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,8.55206854933017,9.77667693496401,0.219,12.004,2354.312,NA,NA,1.849,7.41,11.232,45.025,3.599,14.427,0,0,1.052,4.217,218.56,24.946,6.779,27.174,37.12741,EU,0
United Kingdom,47883,250005,115245,17.4,28.4,50.9,NA,67.5,35.099999999999994,2012-09-29,2012,2440476.6487,38309.028313,2,4.2,2.1,1.45,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,14.3266361856217,13.0453927739016,6.6,22.229,8106.018,NA,NA,2.66,8.208,10.664,32.906,8.9,27.465,0,0,3.855,11.896,870.081,32.406,6.157,18.999,32.091517,EU,0
United States,236502,262351,38786,31.9,34.8,28.6,NA,85.2,46.28,2012-09-29,2012,16197007,51540.968322,NA,NA,NA,NA,NA,0.01,0,0,0.4,0,0.03,0.03,0.52,0.04,0.592,14.450420895663,6.21773987008834,11.929,18.83,9275.863,NA,NA,2.009,8.37,4.34,18.084,9.237,38.489,0.01,0.044,2.968,12.367,3887.233,24,5.435,22.646,29.842844,Americas,0
Austria,6687,194207,88112,0,19.7,37.9,42.4,69,28.1,2011-09-29,2011,373031.477,44469.209642,1.9,3.5,1.8,0.99,4.3,0.03,0.01,0.05,1.09,0.15,0.17,0.03,1.97,0.44,0.899,18.509463137009,12.148590201241,2.16,26.743,11538.831,22.053,23.642,1.993,4.846,11.762,28.605,9.205,22.385,2.823,6.866,0.508,1.236,177.319,41.119,13.978,33.993,48.539773,EU,0
Belgium,8309,275524,133572,0,14,26.1,59.9,66.3,27,2011-09-29,2011,451932.6253,40943.343479,2,3.4,1.7,0.93,4,0.15,0,0.07,1.35,0.69,0.2,0.14,2.76,0.15,3.474,16.5430390581321,15.2822395960505,2.024,28.732,11620.96,24.911,26.571,2.815,6.526,10.691,24.782,12.153,28.17,0.002,0.005,3.149,7.299,227.421,43.141,13.972,32.388,56.086594,EU,1
Czech Republic,8379,40817,14472,12.6,27.4,53.6,6.4,74.7,25.7,2011-09-29,2011,304400.9138,28999.754757,1.7,3,1.8,0.9,3.7,0.04,0,0.03,0.27,0,0.09,0.09,0.53,0.01,0.65,13.067675156275,10.5760265559014,0.812,19.758,5557.248,18.275,18.94,3.216,9.669,11.22,33.735,3.539,10.641,0,0,0.507,1.524,75.914,33.259,14.602,43.903,42.607351,EU,0
Denmark,4154,239057,25692,35.3,9.3,18,37.5,111.2,25.1,2011-09-29,2011,247352.2373,44407.94207,1.8,2.9,1.6,0.86,3.6,0.39,0,0,1.29,0.31,0.37,0.62,3.61,0.64,0,17.249336804909,18.6390517135155,4.311,28.634,12439.108,22.336,24.949,2.171,4.847,14.97,33.42,23.18,51.749,0.25,0.558,1.881,4.2,154.429,44.793,0.11,0.245,36.082605,EU,0
Estonia,1058,34621,16619,13,27,53.3,6.7,66.5,31.900000000000002,2011-09-29,2011,32890.5905,24735.346663,NA,NA,NA,NA,NA,0.04,0.01,0,0.48,0,0.09,0,0.7,0.08,0.307,11.0811196376118,10.4642472690695,0.099,16.312,3796.686,13.709,13.771,1.206,3.828,13.14,41.698,5.075,16.104,0,0,0.309,0.98,7.303,31.512,11.608,36.836,40.261904,EU,0
Finland,4150,174895,86286,0,19.8,38.5,41.8,66.3,26.400000000000002,2011-09-29,2011,220471.1708,40916.647325,1.9,3.2,1.7,0.92,3.8,0.12,0.02,0.09,1.26,0.16,0.16,0.09,2.39,0.5,1.642,17.1092637299367,15.2764169335044,1.493,27.086,10722.803,21.528,22.666,2.617,6.227,13.837,32.918,12.283,29.222,0,0,1.086,2.584,115.065,42.033,12.077,28.732,42.346324,EU,0
France,47655,293685,90271,0.5,14.9,35.8,48.8,75.4,30.8,2011-09-29,2011,2446474.5436,37447.949543,NA,NA,NA,NA,NA,0.03,0.05,0.14,1.86,0.01,0.26,0.09,2.74,0.31,1.506,19.1561376993144,15.3725595362153,3.397,30.817,11276.194,27.68,30.892,2.629,6.066,10.691,24.671,7.43,17.145,1.342,3.098,3.748,8.65,1240.299,43.334,16.248,37.495,49.963928,EU,0
